,heading,content,keyword
10,日本乐天与京东在日本合作推出无人快递服务,2月21日消息，日本乐天与京东在日本合作推出无人快递服务。 (彭博),"[('21', 0.9962306252416666), ('乐天', 0.8868817595), ('彭博', 0.8645264272833333), ('快递', 0.8357897200916667), ('日本', 0.8343574193633333)]"
11,中国首批日常运营无人驾驶货运车上线，3个月运送快递超6万件,近日，专注于无人驾驶领域的人工智能企业飞步科技，相继与中国邮政 EMS、德邦快递达成战略合作关系，宣告合作双方共同建立的多条 L4 级别无人驾驶物流线路，在上线 3 个月后，已进入常态化联合运营的新阶段。这也是中国首批进行日常运营的无人驾驶货运车。截至目前，飞步科技已为客户及合作伙伴持续提供 L4 级别下无人驾驶载货运输服务，横跨双 11、双 12、年货节等重要的电商物流高峰阶段，累计里程达 3600 公里，运送快递超 6 万件。,"[('无人驾驶', 0.5659503102944444), ('L4', 0.33207687508055556), ('飞步', 0.3250959187388889), ('快递', 0.2785965733638889), ('级别', 0.2084837792738889)]"
12,小米小爱触屏音箱在京发布,2月20日，搭载地平线自主研发的增强语音抽取（Enhanced Speech Extraction，ESE）方案的小米小爱触屏音箱在京发布。小米小爱触屏音箱是小米的首款带屏智能音箱，是小米在AIoT领域的枢纽级产品。地平线为该产品提供了完整的设备端语音前端信号处理和唤醒解决方案，让小爱触屏音箱能听见更能听清。据项目负责人介绍，在测试条件下，搭载地平线ESE方案的小爱触屏音箱可实现在48小时连续测试中实现零次误唤醒。,"[('音箱', 0.8359826842857143), ('小爱触', 0.7590328573269841), ('小米', 0.5818716954653967), ('地平线', 0.44766038007857145), ('ESE', 0.37951642866349206)]"
13,苹果递交无人驾驶汽车「自愿安全报告」，被指空泛缺乏关键细节,据外媒，苹果公司向美国联邦监管机构递交了「自愿安全报告」。其中，苹果用广义的、拯救世界式的术语描述了它对无人驾驶系统的兴趣，但显然它对围绕该项目的几乎每个关键细节都保持了沉默。,"[('外媒', 0.4122333621689655), ('苹果公司', 0.39664766824827585), ('无人驾驶', 0.3512795029413793), ('美国联邦', 0.3226683748175862), ('该项', 0.29768343079000004)]"
14,科技部：支持北京建设国家新一代人工智能创新发展试验区,2月21日消息，科技部发函称，支持北京市建设国家新一代人工智能创新发展试验区。充分发挥北京在人工智能领域国内顶尖研究机构众多、专家团队聚集等优势，加大人工智能研发部署力度，力争在人工智能理论、技术和应用方面取得一批国际领先成果。另外，推动产学研用金深度融合，促进开源开放，构建有利于人工智能原始创新和健康发展的体制。,"[('人工智能', 0.8015276606347457), ('21', 0.20262317801525423), ('用金', 0.20262317801525423), ('创新', 0.19460105072542372), ('发函', 0.1832141559084746)]"
15,日本政府批准无人送货车上路测试,据日经新闻，从2019年财年（今年四月）开始，日本政府将允许无人送货车在公共街道上进行测试。据外媒，日本政府将在3月前编制安全指南，为企业检验最新交通工具铺平道路。最近几个月，日本邮政控股公司的邮件处理部门在福岛县的公共住宅区和驾驶学校等设施中对无人送货车进行了测试。大和控股公司去年开始在东京西南的神奈川县试用无人驾驶汽车。（腾讯科技）,"[('日本政府', 0.3163481039815094), ('货车', 0.30982332821320757), ('控股公司', 0.3047048130037736), ('测试', 0.26970715975018866), ('公共', 0.264186963950566)]"
16,华为发布「极简5G」建设策略,在伦敦举办的 MWC2019 世界移动大会预沟通会上，华为发布了「极简 5G」建设策略，从网络极简、自动化、商业极简三个方面，建议无线网络未来的发展方向。在「极简 5G」框架内，通过实施网络极简策略，得以助力全球运营商进行 5G 快速部署；通过发布无线网络自动化系列产品解决方案，加速成功打造自动驾驶网络，助力移动网络自动驾驶。（证券时报）,"[('极简', 0.9962306252416666), ('5G', 0.5977383751450001), ('网络', 0.4139651702966667), ('无线网络', 0.37538734408), ('助力', 0.29418346122466665)]"
17,三星语音助手Bixby增加对英式英语、德语、意大利语和西班牙语的支持,2月21日消息，三星语音助手Bixby现在已支持英式英语、德语、意大利语和西班牙语。此前Bixby只支持三种语言——美式英语、韩语和普通话。三星长期以来一直表示在努力升级Bixby，本周三该公司在Unpacked活动上宣布了这一消息。（The Verge）,"[('Bixby', 0.9962306252416666), ('三星', 0.4570752436), ('美式英语', 0.3861299347777778), ('韩语', 0.36687584642777776), ('21', 0.33207687508055556)]"
18,联想第三季度智能设备业务集团收入124.35亿美元，同比增长6%,2月21日消息，联想发布2018/2019财年第三季度财报，含PC业务在内的智能设备业务集团收入达到124.35亿美元，同比增长6%；移动业务营收为16.69亿美元，同比下降19.6%；数据中心业务营收为16亿美元，同比增长31%。区域营收方面，美洲区营收占联想总营收的31%，中国区占比为26%，亚太区占比为18%，欧洲中东非洲区占比为25%。（36氪）,"[('营收', 0.6404339733696428), ('31%', 0.42695598224642856), ('业务', 0.365651585245), ('亿美元', 0.31113356916642854), ('同比', 0.29164736157267857)]"
19,猎户星空否认将AI语音产品线出售给喜马拉雅,有消息称猎户星空将AI语音产品线出售给喜马拉雅，打造了全新的小雅OS。猎户星空官方证实：此消息不实。猎户星空联合喜马拉雅成立合资公司小雅星空，猎户星空占股35%。小雅星空成立后，猎户星空将以授权的形式，将技术赋能给小雅星空使用，助推喜马拉雅在音频内容分享方面的升级。小雅星空推出了全新的内容型语音OS——小雅OS，此OS也将内置进喜马拉雅小雅音箱中。（36氪）,"[('星空', 1.3300349618657812), ('小雅', 1.2105039086765625), ('OS', 0.74717296893125), ('猎户', 0.7398328791507812), ('喜马拉雅', 0.543199468695625)]"
20,《自动驾驶汽车成熟度指数》出炉：25国中国排第20,毕马威会计师事务所（KPMG）作为四大国际会计师事务所之一，是世界上最大的专业服务机构之一，在全球超过 140 个国家或地区设有分支机构。日前它发布了最新《自动驾驶汽车成熟度指数》报告，根据自动驾驶汽车所涉及的政策和立法、技术和创新、基础设施，以及消费者接受程度 4 个方面对全球 25 个国家进行了排名，借此评估各个国家对自动驾驶汽车部署的准备情况。(cnbeta),"[('驾驶', 0.349895785263871), ('自动', 0.3136111485029032), ('会计师', 0.2608563587145161), ('汽车', 0.250592530395), ('事务所', 0.24787327583516128)]"
21,投资专家：特斯拉可能被苹果等科技公司收购,投资管理公司 Latitude Investment Management 首席投资官弗莱迪·莱特 (Freddie Lait) 今日表示，基于当前估值，特斯拉很可能被一家科技公司收购。莱特称，特斯拉当前市值约为 525 亿美元，值得像苹果这样的科技公司去收购。莱特在接受 CNBC 采访时称：「基于这样的估值，特斯拉很可能被收购。」（cnbeta）,"[('特斯拉', 0.7027854826021277), ('莱特', 0.630339954972766), ('收购', 0.3928877898957447), ('基于', 0.2819953759204255), ('弗莱迪', 0.26626347427446806)]"
22,Orange 和 NTT 达成研发合作伙伴关系 加速 5G、AI 和物联网的推出,Orange 已经与日本电信和技术巨头 NTT 合作，开展了一项新的研发框架协议，该协议将在 2022 年之前与 5G，AI 和物联网计划展开合作。框架协议的完整范围包括 5G，人工智能（AI），物联网（IoT），网络安全，云服务，智能城市，体育，旅游和文化。此次合作将产生一系列创新服务和解决方案，可以部署在非洲和欧洲的 Orange 市场以及 NTT 覆盖的亚太地区。（totaltele）,"[('Orange', 0.4122333621689655), ('NTT', 0.4122333621689655), ('5G', 0.4122333621689655), ('AI', 0.4122333621689655), ('协议', 0.3077312325258621)]"
23,IBM Watson Health 与医院合作进行人工智能和 EHR 研究,IBM Watson Health 宣布与 Brigham and Women's Hospital（BWH）和范德比尔特大学医学中心（VUMC）进行为期 10 年，耗资 5000 万美元的人工智能研究合作。这两项合作将探讨如何使用人工智能来提高 EHR 的可用性，支持精准医学，加强患者安全，并促进社区的健康公平。「基于去年宣布的麻省理工学院 - IBM 沃森实验室，此次合作将包括 IBM Watson Health 长期致力于科学研究的贡献，以及我们相信与世界领先机构合作是开发，推进和理解实践的最快途径解决一些世界上最大的健康问题的解决方案，「IBM Watson Health 副总裁兼首席健康官，医学博士，MPP 医学家 Kyu Rhee 介绍称。（healthitanalytics）,"[('IBM', 0.5372929214786517), ('Watson', 0.4029696911089888), ('Health', 0.4029696911089888), ('合作', 0.2476282331294382), ('人工智能', 0.21253991899977528)]"
24,英伟达 2019GTC 技术大会前瞻,英伟达今日在博客中介绍道，人工智能将在其第 10 届年度 GPU 技术大会上占据中心位置，这是为期数日深入探讨人工智能、自动化机器的现在和未来。GTC 大会是了解机器人如何实现行业转变绝佳场所，涉及话题包括智能农业、DNA 测序等。GTC 技术大会将在 3 月 17 日至 21 日，于美国圣何塞会议中心举行。,"[('GTC', 0.47819070011599996), ('人工智能', 0.3783210558196), ('大会', 0.3697575212574), ('测序', 0.27801355304), ('伟达', 0.23909535005799998)]"
25,欧莱雅推出基于皮肤老化科学研究的 AI 皮肤诊断,知名化妆品公司欧莱雅近日收购增强现实和人工智能公司 ModiFace 和研发中心，并宣布推出基于 15 年的欧莱雅和 Ievaluation 团队对皮肤老化的科学研究为消费者提供数字皮肤诊断。这项新技术基于由 ModiFace 开发的人工智能驱动算法，并由 L'Oréal 的皮肤老化专业知识和照片数据库提供参考。利用深度学习，该算法已经接受了来自欧莱雅 R＆I 评估的 6000 个临床图像以及使用皮肤老化图册 1 进行的知识研究的训练，然后针对 3 组女性（亚裔，高加索人和非裔）创建了超过 4500 个智能手机自拍的新模型。结果由皮肤科医生开发，实现了高水平的皮肤评估精确度.2。使用与消费者类似的不同面部表情和摄影条件（光线，手机位置）获得了精确的结果。（mobilemarketer）,"[('皮肤', 0.32169436292871284), ('欧莱雅', 0.30332073855148517), ('老化', 0.2615919044901981), ('ModiFace', 0.23672806936435642), ('人工智能', 0.18728765139584158)]"
26,马德里地铁联手埃森哲装置人工智能地下通风系统,据外媒报道，西班牙马德里地铁安置了一种基于人工智能系统的通风系统，以减少地铁废气并改善地下空气质量。该人工智能通风系统是马德里地铁与埃森哲技术专家合作开放并安装的。该系统利用气温，车站结构，列车频率，乘客符合以及电价等多个因素来确定其运行的最佳方式。预计，该系统将帮助减少地铁系统 1800 吨二氧化碳排放量，并有助于将通风的能源成本降低 25%。（Railway Technology）,"[('地铁', 0.5206497827676191), ('系统', 0.47239804136380953), ('通风', 0.3937840890547619), ('人工智能', 0.30025480620603173), ('马德里', 0.290383728916508)]"
27,AI 公司使用卫星图像来评估飓风、火灾伤害,英伟达今天发表博客，介绍了一家使用人工智能评估灾害损害并加快恢复服务的初创公司 CrowdAI。在去年飓风迈克尔之后，CrowdAI 与电信供应商 WOW 合作，评估佛罗里达州巴拿马城的建筑物损坏情况。分析由 NOAA 提供的城市卫星图像，帮助该提供商将地面操作员部署到受风暴影响最严重的地点，并更快地恢复服务。,"[('CrowdAI', 0.48794969399591837), ('评估', 0.2823219463967347), ('伟达', 0.24397484699795918), ('WOW', 0.24397484699795918), ('NOAA', 0.24397484699795918)]"
28,谷歌大脑论文：任意深度的宽神经网络在梯度下降下演化为线性模型,谷歌大脑近日发表了一篇新论文引起热议：任意深度的宽神经网络在梯度下降下演化为线性模型。以下为论文摘要：深度学习研究的一个长期目标是精确地描述训练和概括。然而，神经网络经常复杂的损失景观使学习动力学理论变得难以捉摸。在这项工作中，我们表明，对于宽神经网络，学习动力学大大简化，并且在无限宽度限制中，它们由从围绕其初始参数的网络的一阶泰勒展开获得的线性模型控制。此外，镜像宽贝叶斯神经网络和高斯过程之间的对应关系，具有平方损失的宽神经网络的基于梯度的训练产生从具有特定组成核的高斯过程得出的测试集预测。虽然这些理论结果仅在无限宽度限制中是精确的，但我们仍然发现原始网络的预测与线性化版本的预测之间存在极好的经验一致性，即使对于有限的实际大小的网络也是如此。该协议适用于不同的体系结构，优化方法和损失函数。,"[('神经网络', 0.4101359480585937), ('损失', 0.14729048649375), ('高斯', 0.14654514179578124), ('网络', 0.14553463018242188), ('梯度', 0.14389577765234374)]"
29,英国机场无人机「禁飞区」将于下月扩展至 5 公里,外媒消息，英国交通运输部今天表示，机场附近的无人机「禁飞区」将由从前的 1 公里扩展到机场跑道周围 5 公里距离，该政策将于 3 月 13 日生效。任何被捕或被判定再限制区内操作飞行无人机的人都可能面临罚款以及多年监禁。(Techcrunch),"[('无人机', 0.5515532805674286), ('公里', 0.3469169864474286), ('禁飞区', 0.34596909093428574), ('外媒', 0.34156478579714283), ('13', 0.34156478579714283)]"
30,图像识别初创公司ViSenzeC轮融得2000万美元,ViSenze 是一家为 Rakuten 和 ASOS 等在线零售商提供视觉搜索工具的初创公司，今天宣布已在 C 轮中融得 2000 万美元。该轮由 Gobi Ventures 和 Sonae IM 共同领导，其他支持者参与其中，包括返回投资者 Rakuten 和 WI Harper。ViSenze 成立于 2012 年，现已筹集了 3450 万美元（其最后一轮是 2016 年 9 月宣布的 B 轮）。这家总部位于新加坡的公司，其客户还包括 Urban Outfitters，Zalora 和优衣库，将其软件组合作为「个人购物礼宾」，允许购物者根据视觉搜索，自动照片标记和基于他们的推荐来发现或发现新产品。浏览记录。ViSenze 的垂直行业包括时装，珠宝，家具和知识产权。(TechCrunch),"[('ViSenze', 0.4122333621689655), ('Rakuten', 0.274822241445977), ('视觉', 0.1848906781032184), ('搜索', 0.17170911655264368), ('万美元', 0.16982638025425287)]"
31,HLT联手PPD打造AI临床解决方案，致力提升全球医药研发力,"Pharmaceutical Product Development, LLC（PPD）和开心生活科技控股集团（HLT）今日宣布达成独家合作协议，将在中国药物研发市场展开深度合作，目标是打造新一代的、真实世界可监管级数据技术和人工智能技术驱动的临床实验，以及基于真实世界证据的药品有效性、安全性和价值开发。
此次战略性合作结合了HLT的人工智能（AI）和大数据技术以及PPD在临床试验管理和真实世界研究在全球的领先能力，致力于提升中国创新医药产业的研发力。合作主要体现在助力中国创新药企业面向全球的研发，帮助更多中国优秀的药企和药物走向世界。另外，帮助国际制药企业进入不断发展的中国药物研发和上市后生态系统，满足中国疾病市场的临床未满足需求，也是这次合作的重要使命。","[('真实世界', 0.33518039727757004), ('合作', 0.2574639339780374), ('研发', 0.25337611190205606), ('PPD', 0.2234535981850467), ('HLT', 0.2234535981850467)]"
32,「亲爱的 OpenAI：请开源您的语言模型」The Gradient 博客撰文敦促 OpenAI 开源,针对 OpenAI 近期公布 GPT-2 模型但不开源决定，机器学习社群热议不断，近日 The Gradient 也公开撰文敦促 OpenAI 开源，以保证学术研究进步。,"[('OpenAI', 1.0395450002521738), ('开源', 0.9399682781391305), ('GPT', 0.5197725001260869), ('热议', 0.5197725001260869), ('Gradient', 0.5197725001260869)]"
33,韩国SK电信将推出量子安全网关，旨在防止自动驾驶汽车被黑客入侵,据外媒报道，韩国SK Telecom将推出其量子安全网关解决方案，旨在防止在世界移动通信大会上对自动驾驶汽车进行的黑客攻击。 该解决方案是一个集成的安全设备，将安装在汽车内部并保护车辆中的各种电子单元和网络。 与韩国控制器制造商GINT共同开发的网关将监控各种设备的车辆V2X，蓝牙，雷达，智能钥匙和驾驶员辅助系统。它会提醒驾驶员和任何连接的黑客监控中心。 SK Telecom表示，网关传输量子随机数发生器和量子密钥会“从根本上防止黑客攻击”。,"[('网关', 0.4912918151876712), ('量子', 0.35414276396876715), ('SK', 0.3275278767917808), ('Telecom', 0.3275278767917808), ('黑客攻击', 0.31775596052054794)]"
34,AI赋能贷后管理 中腾信推出智能催收语音机器人,近年来，消费金融蓬勃发展。但随着经济转型加速，加之去杠杆、严监管等政策效力逐渐释放，市场积累风险浮出水面，守住风险最后一道防线——加强贷后风险管理能力、提升催收效率迫在眉睫，如何建立完善、高效且合规的贷后管理体系成为行业共同挑战。中腾信智能催收语音机器人对人工催收不足做了有效补充和升级。据了解，中腾信智能催收语音机器人利用人工智能技术，可实现对用户意图精准识别，并在充分理解用户意图基础上与用户进行多轮对话，提升借款人的还款意愿、提高回款率，从而切实提高催收作业效率和质量。,"[('催收', 0.5806853374615385), ('贷后', 0.2627421429208791), ('中腾信', 0.2627421429208791), ('用户', 0.22491217821164833), ('机器人', 0.1863767615978022)]"
35,黑龙江省建农业数字化应用平台 推动传统农业向数字农业转型,"21日，黑龙江省农业投资集团有限公司与浪潮集团有限公司在哈尔滨市签定战略合作协议。双方将联合建设龙江农业数字化应用平台，携手推动龙江由传统农业向数字农业转型，助力龙江农业强省战略。据了解，农业数字应用平台依托龙江现有农业资源。农业数字化应用平台将会唤醒龙江的农业数据，开发创新数据应用,建立强大稳定的数据分析系统，开启农业数据变现之门，实现经营转型,打造中国农业全产业链信息化建设的样板。农投集团与浪潮集团将发挥各自优势，以云计算、大数据、区块链、智慧企业等核心技术为依托，就智慧农业建设、企业云中心建设、农业大数据、质量链网、全产业链信息化集成应用及人才培养等领域开展战略合作。","[('农业', 0.6437548621977778), ('龙江', 0.4482023123518519), ('应用', 0.2639450673314815), ('浪潮集团', 0.2445838976185185), ('数据', 0.2213591054810185)]"
36,日本政府批准无人送货车上路测试,据日经新闻，从2019年财年（今年四月）开始，日本政府将允许无人送货车在公共街道上进行测试。据外媒，日本政府将在3月前编制安全指南，为企业检验最新交通工具铺平道路。最近几个月，日本邮政控股公司的邮件处理部门在福岛县的公共住宅区和驾驶学校等设施中对无人送货车进行了测试。大和控股公司去年开始在东京西南的神奈川县试用无人驾驶汽车。,"[('日本政府', 0.3287539119807843), ('货车', 0.3219732626529412), ('控股公司', 0.31665402135686277), ('测试', 0.2802839111129412), ('公共', 0.27454723704666667)]"
37,德国芯片公司英飞凌，新主席沃尔夫冈·埃德将于八月上任,德国芯片制造商英飞凌科技公司计划于 8 月份让即将离任的奥钢联首席执行官沃尔夫冈·埃德（Wolfgang Eder）上任成为董事长，早于预期地顶替目前的 CEO Eckart Suenner。Eder 去年被选入英飞凌监事会，以期在中期担任主席，他将于 7 月辞去 Voestalpine 首席执行官一职。但是，他将留任于奥地利钢铁制造商监事会，并预计将在两年后担任该公司主席。,"[('英飞凌', 0.46881441187843137), ('Eder', 0.46881441187843137), ('监事会', 0.3539404050498039), ('执行官', 0.3343293821290196), ('制造商', 0.3168860675145098)]"
38,菜鸟发布「智能供应链大脑」，可在手机上完成供应链管理,2 月 21 日消息，菜鸟打造的「智能供应链大脑」正式上线，雀巢将率先使用这项智能系统，届时雀巢销售的全渠道商品状况都可以实时展示，并进行智能算法分析。菜鸟方面称，以后 CEO 们只需要通过一部手机，在吃早餐的间歇就可以完成供应链决策。未来，「菜鸟智能供应链大脑」将向更多商家开放。,"[('菜鸟', 0.76820248371875), ('供应链', 0.582872917091875), ('智能', 0.44750989327312496), ('雀巢', 0.44507507612916664), ('大脑', 0.33007466196125)]"
39,痛感食品依赖进口太被动 新加坡欲打造亚洲城市农业技术中心,2月18日当地时间傍晚，新加坡发布2019年年度预算。新加坡财长王瑞杰表示，2019年新加坡将重点关注水产养殖、发展农业创新，努力实现食物的自给自足，减少对进口的依赖。其中淡马锡理工学院将设立水产养殖创新中心，以提高新加坡的粮食供应能力。在强大的研发实力和科技创新能力「加持」下，新加坡致力成为食品和农业技术解决方案模型的试验基地，打造亚洲城市农业技术中心。,"[('新加坡', 0.599889550252459), ('2019', 0.3919595902590164), ('水产', 0.2678877989836066), ('农业', 0.26302216311737703), ('养殖', 0.2530686145986885)]"
40,爱立信展望蜂窝物联网市场：5年后将有41亿连接,2月21日下午，爱立信东北亚区首席市场官张至伟在发布会上表示，爱立信预测2024年将有41亿蜂窝物联网连接，到2026年，来自产业数字化中5G收入潜能可达6190亿美金。张至伟认为，蜂窝物联网已进入场景细分时代。他提出四个场景，即大规模物联网、宽带物联网、关键性物联网、工业自动化物联网。关键性物联网和工业自动化物联网，仍处在早期商用与标准化中，关键性物联网需要高可靠性、低时延，可支持包括车联网等应用，而工业自动化物联网时代可以看到工厂中协作的超低时延的机器人，「很多现在能够看到的产业会被颠覆，很多新的产业会产生」。,"[('联网', 0.9492887000157648), ('关键性', 0.3260201843950588), ('爱立信', 0.2849157219458823), ('自动化', 0.2689511228124706), ('时延', 0.2618373865811765)]"
41,德国芯片公司英飞凌，新主席沃尔夫冈·埃德将于八月上任,德国芯片制造商英飞凌科技公司计划于 8 月份让即将离任的奥钢联首席执行官沃尔夫冈·埃德（Wolfgang Eder）上任成为董事长，早于预期地顶替目前的 CEO Eckart Suenner。Eder 去年被选入英飞凌监事会，以期在中期担任主席，他将于 7 月辞去 Voestalpine 首席执行官一职。但是，他将留任于奥地利钢铁制造商监事会，并预计将在两年后担任该公司主席。,"[('英飞凌', 0.46881441187843137), ('Eder', 0.46881441187843137), ('监事会', 0.3539404050498039), ('执行官', 0.3343293821290196), ('制造商', 0.3168860675145098)]"
42,上海自仪院与苏州安靠签订战略合作协议共同打造智能制造新模式,近日，上海自仪院与苏州安靠举办战略合作签约仪式，未来将共同开展智能制造新模式，打造工业互联网新项目。未来上海自仪院将协助苏州安靠打造智能绿色工厂，为其提供降本、降耗、提质、增效的自动化生产方案，促进动力电池领域的智能制造水平大幅度提升，实现生产效率的提升。,"[('安靠', 0.48794969399591837), ('自仪', 0.45965797234285716), ('智能', 0.4383770383083674), ('打造', 0.2937250325310204), ('苏州', 0.2891404804644898)]"
